OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2385312,04092015501,Kick Back Jack's,1405 GARNER STATION  BLVD ,,GARNER,NC,27529,(919) 803-5068,2009/10/23 04:00:00+00,Restaurant,18721,-78.65237822,35.72437552,M
2385313,04092018520,Shearon Harris Cafe,5413  Shearon Harris RD ,,NEW HILL,NC,27562,(984) 229-2037,2021/01/27 05:00:00+00,Restaurant,18722,-78.94432591,35.63332345,M
2385314,04092014485,Cappolla's Pizza & Grill,1857 Aversboro RD ,,GARNER,NC,27529,(919) 661-4774,2006/01/18 05:00:00+00,Restaurant,18735,-78.61583871,35.68506655,M
2385315,04092025171,Bull City Hospitality,101 Sportsmanship WAY ,,HOLLY SPRINGS,NC,27540,,2018/03/29 04:00:00+00,Food Stand,18754,-78.83776024,35.66788727,M
2385316,04092017583,RICCI'S TRATTORIA,10110 GREENLEVEL CHURCH RD ,SUITE 108,CARY,NC,27519,(919) 380-8410,2017/04/12 04:00:00+00,Restaurant,18761,-78.90107787,35.82060358,M
2385317,04092017820,Alamo Drafthouse Cinema,2116-D New Bern AVE ,,RALEIGH,NC,27610,(984) 444-6620,2018/04/04 04:00:00+00,Restaurant,18726,-78.60490969,35.77963494,M
2385318,04092017582,HICKORY TAVERN #29,401 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 557-2064,2017/04/17 04:00:00+00,Restaurant,18764,-78.83774133,35.64081684,M
2385319,04092018337,First Watch,4035 LAKE BOONE TRL,Suite 103,RALEIGH,NC,27607,,2020/03/18 04:00:00+00,Restaurant,18770,-78.69709804,35.81457389,M
2385320,04092018316,Bean Sprouts Cafe,201 E Hargett ST ,,RALEIGH,NC,27601,(919) 857-1108,2020/02/10 05:00:00+00,Restaurant,18780,-78.63610358,35.77854007,M
2385321,04092017579,CHIPOTLE #3024,1385 N MAIN ST ,SUITE 120,FUQUAY-VARINA,NC,27526,(919) 567-0206,2017/04/18 04:00:00+00,Restaurant,18784,-78.77436557,35.59279213,M
2385322,04092021531,Domino's #8820,6213-102 Rock Quarry  RD ,,RALEIGH,NC,27610,(919) 779-4443,2008/06/12 04:00:00+00,Food Stand,18732,-78.54886724,35.7226095,M
2385323,04092018408,MOD Pizza - Wake Forest,2815  Rogers  Rd,,WAKE FOREST,NC,27587,(919) 263-1211,2020/07/27 04:00:00+00,Restaurant,18788,-78.52502096,35.95329016,M
2385324,04092017814,CO Noodle,101-120 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 258-2070,2018/03/15 04:00:00+00,Restaurant,18749,-78.64050881,35.83857979,M
2385325,04092017577,ST. ROCH,223 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 322-0359,2017/04/20 04:00:00+00,Restaurant,18803,-78.63794241,35.77751377,M
2385326,04092015826,Tuscan Blu,327 W. DAVIE ST ,STE 108,RALEIGH,NC,27601,(919) 834-5707,2010/11/19 05:00:00+00,Restaurant,18805,-78.64497472,35.7752364,M
2385327,04092015904,WHOLE FOODS #10338 PREPARED FOODS,8710 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Restaurant,18813,-78.65023656,35.89889154,M
2385328,04092016794,ALEXANDER'S MEDITERRANEAN CUISINE,263 W TIMBER DR ,,GARNER,NC,27529,(919) 779-1183,2014/11/04 05:00:00+00,Restaurant,18778,-78.60788449,35.686202,M
2385329,04092018105,Zaxby's #69201,1171 PINE PLAZA DR ,,APEX,NC,27523-6408,,2019/05/31 04:00:00+00,Restaurant,18818,-78.83219078,35.7473816,M
2385330,04092014742,Salsa Fresh #3,3588 Davis DR ,,MORRISVILLE,NC,27519,(919) 601-5375,2006/12/04 05:00:00+00,Restaurant,18822,-78.84576194,35.81812076,M
2385331,04092016840,MI CANCUN,1106 GRACE PARK DRIVE,,MORRISVILLE,NC,27560,(919) 650-1718,2014/12/30 05:00:00+00,Restaurant,18827,-78.84652326,35.82111262,M
2385332,04092018667,Burger King #3768,4203 Wake Forest RD ,,RALEIGH,NC,27609,(919) 872-3795,2021/06/30 04:00:00+00,Restaurant,18830,-78.61307772,35.83835644,M
2385333,04092017243,TENKO JAPAN,280 MEETING ST ,#103,CARY,NC,27518,(984) 200-0569,2016/06/17 04:00:00+00,Restaurant,18831,-78.74478781,35.75666346,M
2385334,04092016838,PANERA #1813,6201 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 334-2726,2014/12/17 05:00:00+00,Restaurant,18832,-78.70383431,35.85593995,M
2385335,04092017244,WHISKEY KITCHEN,201 W MARTIN ST ,,RALEIGH,NC,27601,(919) 803-3181,2016/06/17 04:00:00+00,Restaurant,18833,-78.64215374,35.77671492,M
2385336,04092016727,HARRIS TEETER #236 STARBUCKS,7145  O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 465-9432,2014/08/04 04:00:00+00,Restaurant,18835,-78.88824644,35.84415135,M
2385337,04092018550,Pho Super 9,6401 Triangle Plantation DR ,,RALEIGH,NC,27616,(919) 878-1599,2021/03/08 05:00:00+00,Restaurant,18838,-78.58237548,35.87315637,M
2385338,04092030457,Fatboys Kitchen LLC #2 (WCID #631),10125  Division DR ,,RALEIGH,NC,27603,(919) 591-6999,2019/12/23 05:00:00+00,Mobile Food Units,18850,-78.7114342,35.63398295,M
2385339,04092030577,Tacos Placeros El Gallardo (WCID #871),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 587-4793,2022/04/11 04:00:00+00,Mobile Food Units,18854,-78.7114342,35.63398295,M
2385340,04092021534,The Fresh Market Meat/Seafood,6325 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 872-8501,2008/04/25 04:00:00+00,Food Stand,18859,-78.62251606,35.86922851,M
2385341,04092021826,THE WOMANS CLUB KITCHEN,3300 WOMAN`S CLUB DR ,,RALEIGH,NC,27612,(919) 740-5412,2015/01/28 05:00:00+00,Food Stand,18866,-78.66476511,35.83066336,M
2385342,04092016281,BI CAFE,5000 DAVIS DR ,BLDG 26,MORRISVILLE,NC,27560,(919) 993-1925,2012/10/17 04:00:00+00,Restaurant,18874,-78.86834561,35.86068503,M
2385343,04092018682,Bee Banh Mi,1871 Lake Pine DR ,,CARY,NC,27511,,2021/07/15 04:00:00+00,Restaurant,18888,-78.81900108,35.74520928,M
2385344,04092017117,MY WAY TAVERN,522 ST. MARY'S ST ,,RALEIGH,NC,27605,(919) 900-8273,2015/12/04 05:00:00+00,Restaurant,18889,-78.65060422,35.78716434,M
2385345,04092018780,Arby's #77820,6725 Knightdale Blvd,,Knightdale,NC,27545,(919) 217-9680,2022/01/20 05:00:00+00,Restaurant,18900,-78.50344651,35.79796245,M
2385346,04092017914,Real McCoy's,3325  Rogers RD ,Ste 112,WAKE FOREST,NC,27587,(919) 562-8368,2018/09/05 04:00:00+00,Restaurant,18901,-78.5140884,35.95072627,M
2385347,04092017124,J & S NEW YORK PIZZA,804 PERRY RD ,,APEX,NC,27502,(919) 363-0071,2015/12/28 05:00:00+00,Restaurant,18903,-78.84460695,35.7208474,M
2385348,04092016458,CRAZY FIRE MONGOLIAN GRILL,13200 Strickland  RD ,Suite 110,RALEIGH,NC,27613-7538,(919) 866-1700,2013/07/01 04:00:00+00,Restaurant,18904,-78.72593809,35.90878313,M
2385349,04092016321,La Quinta Inn & Suites Foodservice,2610 WESTINGHOUSE BLVD ,,RALEIGH,NC,27604,(919) 821-0888,2012/12/11 05:00:00+00,Restaurant,18909,-78.59714366,35.81624427,M
2385350,04092025360,Crumbstruction Catering @ TKA,2201 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 867-1553,2021/05/18 04:00:00+00,Food Stand,18911,-78.63902655,35.752054,M
2385351,04092017226,RED ROBIN #688,10 CABELA DR ,,GARNER,NC,27529,(919) 444-2142,2016/05/04 04:00:00+00,Restaurant,18916,-78.58612417,35.69743842,M
2385352,04092016485,ZAXBY'S #46101,995 DURHAM RD ,,WAKE FOREST,NC,27587,(919) 435-0387,2013/08/07 04:00:00+00,Restaurant,18921,-78.54660948,35.97593728,M
2385353,04092018362,Serasana,116 BASS LAKE RD,,HOLLY SPRINGS,NC,27540,(919) 762-7473,2020/05/06 04:00:00+00,Restaurant,18925,-78.82480349,35.65381034,M
2385354,04092016858,The Mason Jar Tavern,114  Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 964-5060,2015/01/16 05:00:00+00,Restaurant,18927,-78.84948074,35.66266499,M
2385355,04092018463,Pat Murnane's Irish Pub,2108 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 562-5570,2020/10/15 04:00:00+00,Restaurant,18941,-78.53407126,35.94966057,M
2385356,04092017246,GREEK BASMA,7272 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 285-0808,2016/06/24 04:00:00+00,Restaurant,18946,-78.83292783,35.63500069,M
2385357,04092300270,ALBARAKA MEAT MARKET,3815 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 838-5155,2015/08/17 04:00:00+00,Meat Market,18947,-78.68961815,35.7941927,M
2385358,04092015562,NANTUCKET GRILL,1145  FALLS RIVER AVE ,,RALEIGH,NC,27614,(919) 870-1955,2010/01/14 05:00:00+00,Restaurant,18949,-78.58877443,35.90718863,M
2385359,04092017708,Outback #3443,901 Walnut ST ,,CARY,NC,27511,(919) 460-1770,2017/10/05 04:00:00+00,Restaurant,18952,-78.76561938,35.77485795,M
2385360,04092018514,Urban Cafe,7810 POYNER POND CIR,Suite 100,RALEIGH,NC,27616,(919) 874-5017,2021/01/08 05:00:00+00,Restaurant,18960,-78.56916648,35.86464286,M
2385361,04092015281,Zaxby's,8812 HARVEST OAKS  DR ,,RALEIGH,NC,27615,(919) 847-8151,2008/11/07 05:00:00+00,Restaurant,18975,-78.65754379,35.90324644,M
2385362,04092016948,HIBACHI SUSHI,3217 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 233-9119,2015/06/03 04:00:00+00,Restaurant,18979,-78.69565606,35.76673883,M
2385363,04092017285,Szechuan Garden Morrisville,10285 Chapel Hill  RD ,STE 300,MORRISVILLE,NC,27560,(919) 468-6878,2016/08/16 04:00:00+00,Restaurant,18982,-78.82788003,35.83012574,M
2385364,04092021799,HAPPY AND HALE,443 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 307-4148,2014/06/24 04:00:00+00,Food Stand,19001,-78.63936414,35.77440995,M
2385365,04092015563,HOLIDAY INN EXPRESS HOTEL & SUITES BREAKFAST,3741 THISTLE DOWN  DR ,,RALEIGH,NC,27606,(919) 854-0001,2010/01/19 05:00:00+00,Restaurant,19021,-78.69949496,35.75440071,M
2385366,04092016956,CITY BARBEQUE- GARNER,110 CABELA DR ,,GARNER,NC,27529,(919) 258-2009,2015/06/12 04:00:00+00,Restaurant,19031,-78.58356211,35.69799194,M
2385367,04092021708,Carlie C's IGA #820 Deli,1514 GARNER STATION BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012/06/01 04:00:00+00,Food Stand,19035,-78.65475896,35.72582345,M
2385368,04092017255,SONIC DRIVE-IN #4349,4648 Atlantic AVE ,,RALEIGH,NC,27604,(919) 876-5185,2016/07/07 04:00:00+00,Restaurant,19040,-78.60126468,35.84763017,M
2385369,04092015867,JASON'S DELI #890,2400 JOHN BRANTLEY  BLVD ,RDU TERMINAL 2,MORRISVILLE,NC,27560,(919) 840-4378,2011/01/20 05:00:00+00,Restaurant,19043,-78.78941432,35.8696795,M
2385370,04092017709,Penn Station #345,5036 Arco ST ,,Cary,NC,27519,,2017/10/12 04:00:00+00,Restaurant,19048,-78.88191924,35.83347908,M
2385371,04092018587,Wegmans #145 Main Kitchen,11051 LIGON MILL RD ,,WAKE FOREST,NC,27587,,2021/03/24 04:00:00+00,Restaurant,19057,-78.5336237,35.96407738,M
2385372,04092018358,Tropical Smoothie Cafe,3004 Wake Forest  RD ,Suite 112,RALEIGH,NC,27609,(919) 916-5190,2020/04/29 04:00:00+00,Restaurant,19059,-78.62038753,35.82333592,M
2385373,04092110472,SYCAMORE CREEK CAFETERIA,10921 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 841-4333 ext. 25475,2008/07/23 04:00:00+00,Public School Lunchrooms,19060,-78.73295461,35.91837163,M
2385374,04092018403,Plant Slant Juice,1851 AVERSBORO RD ,,GARNER,NC,27529,(919) 322-4082,2020/07/13 04:00:00+00,Restaurant,19062,-78.61583871,35.68506655,M
2385375,04092017886,Backfins Crabhouse,1009-100 Stadium DR ,,WAKE FOREST,NC,27587,(919) 562-8500,2018/07/09 04:00:00+00,Restaurant,19061,-78.52993342,35.99015656,M
2385376,04092017585,MCALISTER'S DELI #100958,1061 PINE PLAZA DR ,,APEX,NC,27523,(919) 362-6518,2017/04/27 04:00:00+00,Restaurant,19065,-78.82939266,35.74657076,M
2385377,04092017735,Starbucks T2D,2400 John Brantley BLVD ,Terminal 2,MORRISVILLE,NC,27560,(919) 840-4409,2017/11/15 05:00:00+00,Restaurant,19067,-78.78941432,35.8696795,M
2385378,04092017496,WAFFLE HOUSE #2220,3400 OLYMPIA DR ,,RALEIGH,NC,27603,(919) 480-5212,2016/12/29 05:00:00+00,Restaurant,19078,-78.65166168,35.73409368,M
2385379,04092015371,SPIRITS PUB & GRUB,701 E CHATHAM ST ,,CARY,NC,27511,(919) 462-7001,2009/04/07 04:00:00+00,Restaurant,19087,-78.76531398,35.79216315,M
2385380,04092025323,OPA! Raleigh @MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 868-2434,2020/09/21 04:00:00+00,Food Stand,19096,-78.6456917,35.77945516,M
2385381,04092018455,Outback Steakhouse #3459,5200 Capital BLVD ,,RALEIGH,NC,27616,(919) 790-0990,2020/09/03 04:00:00+00,Restaurant,19099,-78.58031568,35.85666967,M
2385382,04092018800,Pizza Hut 039535,760 W WILLIAMS ST,,APEX,NC,27502,,2022/02/12 05:00:00+00,Restaurant,19126,-78.86276064,35.73803218,M
2385383,04092021811,LOWES FOODS #162 PRODUCE,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014/09/25 04:00:00+00,Food Stand,19130,-78.7615544,35.74559939,M
2385384,04092110518,HORTON'S CREEK ELEMENTARY SCHOOL CAFETERIA,7615 O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 694-8660 ext. 26852,2017/06/21 04:00:00+00,Public School Lunchrooms,19131,-78.90733817,35.84188721,M
2385385,04092017698,HWY 55 BURGERS SHAKES & FRIES,3421 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 567-3007,2017/10/13 04:00:00+00,Restaurant,19104,-78.72399215,35.62460903,M
2385386,04092016243,SNACK SHOP,4101 NC-HWY 55 ,,CARY,NC,27519,(919) 380-8403,2012/09/12 04:00:00+00,Restaurant,19120,0,0,U
2385387,04092030341,THE HEIGHTS DOMINICAN KITCHEN (WCID # 609),8808 MIRANDA DR ,,RALEIGH,NC,27617,(352) 216-8444,2017/06/29 04:00:00+00,Mobile Food Units,19135,-78.74282545,35.91392838,M
2385388,04092018178,SmokeStacks Cafe,701 E LANE ST ,,RALEIGH,NC,27601,(919) 736-6408,2019/09/18 04:00:00+00,Restaurant,19150,-78.62913849,35.78369416,M
2385389,04092016888,TERRACE DINING ROOM/TERRACE SNACK BAR,1509  Main Campus DR ,,RALEIGH,NC,27606,(919) 515-4343,2015/04/02 04:00:00+00,Restaurant,19158,-78.67967966,35.76286971,M
2385390,04092018182,Dunkin Donuts/Baskin Robbins #331785,7137 KNIGHTDALE BLVD ,Ste A,KNIGHTDALE,NC,27545,(919) 217-9603,2019/09/24 04:00:00+00,Restaurant,19176,-78.48976003,35.79874455,M
2385391,04092015115,Super Wok,1401-L SE Maynard RD ,,CARY,NC,27511,(919) 388-8338,2008/04/23 04:00:00+00,Restaurant,19137,-78.76381917,35.78923034,M
2385392,04092017636,FULL BLOOM COFFEE AND CRAFT,141 W MAIN ST ,,GARNER,NC,27529,(919) 720-4013,2017/06/20 04:00:00+00,Restaurant,19177,-78.60641066,35.70708731,M
2385393,04092014716,Bruegger's Bagel Bakery #93-0683,8211 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 484-8262,2006/11/02 04:00:00+00,Restaurant,19180,-78.78199682,35.90950681,M
2385394,04092018625,Five Guys #1784,5501 Capital BLVD ,,RALEIGH,NC,27616,(984) 232-0547,2021/06/04 04:00:00+00,Restaurant,19182,-78.58265814,35.86064576,M
2385395,04092030520,Tacos Mexico (WCID #811),209 E WILLIAMS ST,,APEX,NC,27502,(919) 524-5014,2021/02/09 05:00:00+00,Mobile Food Units,19188,-78.85166433,35.72667689,M
2385396,04092018569,Wendy's,4105 Wake Forest RD ,,RALEIGH,NC,27609,(919) 872-9270,2021/03/23 04:00:00+00,Restaurant,19189,-78.61367241,35.83751586,M
2385397,04092016872,HAMPTON INN (Breakfast area),1010 AIRPORT BLVD.,,MORRISVILLE,NC,27560,(919) 462-1620,2015/02/05 05:00:00+00,Restaurant,19193,-78.81932252,35.85345984,T
2385398,04092016005,HIBACHI & CO,708  N JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 552-8899,2011/09/20 04:00:00+00,Restaurant,19187,-78.80742182,35.60048611,T
2385399,04092018540,Jordan Oaks,10820 Penny RD ,,CARY,NC,27518,(919) 387-8250,2021/02/22 05:00:00+00,Restaurant,19196,-78.79549961,35.71735337,M
2385400,04092017287,HARRIS TEETER #112 STARBUCKS,270 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 460-4326,2016/08/15 04:00:00+00,Restaurant,19208,-78.78057473,35.80470311,M
2385401,04092017626,NO. 1 PHO,5025 ARCO ST ,,CARY,NC,27519,(919) 297-2975,2017/06/01 04:00:00+00,Restaurant,19213,-78.88191924,35.83347908,M
2385402,04092017275,SHEETZ #600,1019 MORRISVILLE PKY ,,MORRISVILLE,NC,27560,(919) 388-0394,2016/07/07 04:00:00+00,Restaurant,19217,-78.82183146,35.80911724,M
2385403,04092017314,CLEAN EATZ,7461 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 748-3770,2016/09/09 04:00:00+00,Restaurant,19225,-78.64725808,35.88069032,M
2385404,04092017290,SAN MARCOS,5300 HOMEWOOD BANKS DR ,,RALEIGH,NC,27612,(919) 803-4393,2016/08/02 04:00:00+00,Restaurant,19227,-78.67983132,35.83702338,M
2385405,04092110513,BEAVERDAM ELEMENTARY SCHOOL CAFETERIA,3591 TARHEEL CLUB RD ,,RALEIGH,NC,27604,(919) 694-0222 ext. 22783,2016/08/25 04:00:00+00,Public School Lunchrooms,19229,-78.527868,35.82124794,M
2385406,04092018221,Showmars,4203 CORNERS PKWY,Suite 120,RALEIGH,NC,27617,(984) 888-0161,2019/11/07 05:00:00+00,Restaurant,19248,-78.78791806,35.91890974,M
2385407,04092016386,BUFFALO WILD WINGS #439,121 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 577-0450,2013/03/12 04:00:00+00,Restaurant,19250,-78.84948074,35.66266499,M
2385408,04092021976,SMOOTHIE KING #1376,3001-112 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(989) 269-7823,2016/08/26 04:00:00+00,Food Stand,19231,-78.67611651,35.78947848,M
2385409,04092018566,Wendy's #10533,4510 Fayetteville RD ,,RALEIGH,NC,27603,(919) 661-0667,2021/03/24 04:00:00+00,Restaurant,19252,-78.6554245,35.71891126,M
2385410,04092016391,MOE'S SOUTHWEST GRILL #838,770  W WILLIAMS ST ,,APEX,NC,27502,(919) 303-0061,2013/03/20 04:00:00+00,Restaurant,19254,-78.86276064,35.73803218,M
2385411,04092017236,WINE & BEER 101,1228-104 HERITAGE LINKS DR ,,WAKE FOREST,NC,27587,(919) 554-4638,2016/06/03 04:00:00+00,Restaurant,19239,-78.5032074,35.94680932,M
2385412,04092021749,WALMART NEIGHBORHOOD MARKET #2414,973 N HARRISON AVE ,,CARY,NC,27513,(919) 337-9780,2013/07/12 04:00:00+00,Food Stand,19260,-78.78451708,35.80143518,M
2385413,04092018531,Pizza Hut #37653,11480 CAPITAL BLVD,Suite 135,WAKE FOREST,NC,27587-4554,(919) 556-9190,2021/02/10 05:00:00+00,Restaurant,19261,-78.54051305,35.95710544,M
2385414,04092021562,LOWES FOODS #239 PRODUCE,932 GATEWAY COMMONS  CIR ,,WAKE FOREST,NC,27587,(919) 554-0537,2009/03/03 05:00:00+00,Food Stand,19269,-78.4951784,35.96732914,M
2385415,04092018532,Cake Town Bakery,903  N Smithfield RD ,,KNIGHTDALE,NC,27545,(919) 373-8226,2021/02/12 05:00:00+00,Restaurant,19273,-78.48796476,35.79576936,M
2385416,04092021925,FOOD LION #816 PRODUCE,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 233-9708,2015/12/09 05:00:00+00,Food Stand,19277,-78.73773412,35.74361197,M
2385417,04092021648,FOOD LION #2198 DELI/BAKERY,8745 HOLLY SPRINGS RD ,,CARY,NC,27539,(919) 362-1738,2011/01/25 05:00:00+00,Food Stand,19271,-78.77350631,35.69402851,M
2385418,04092017126,SASSOOL,1347 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 300-5586,2015/12/07 05:00:00+00,Restaurant,19279,-78.78193974,35.75976658,M
2385419,04092018637,Buried Hatchet,8440 LOUISBURG RD ,Suite 160,RALEIGH,NC,27616-5884,(919) 295-4731,2021/06/01 04:00:00+00,Restaurant,19280,-78.50930992,35.89359383,M
2385420,04092018348,Subway #2017,"6320  Capital Blvd, Ste 133",,RALEIGH,NC,27616,(919) 878-1777,2020/04/14 04:00:00+00,Restaurant,19285,-78.57847002,35.87073633,M
2385421,04092018128,Harris Teeter #496 Starbucks,940 US 64 HWY W,,APEX,NC,27523,,2019/07/15 04:00:00+00,Food Stand,19292,-78.82197044,35.74562503,M
2385422,04092025163,Rocky Top Catering,5000 Departure DR ,,RALEIGH,NC,27616,(919) 829-3771,2018/02/27 05:00:00+00,Food Stand,19296,-78.59490598,35.84957217,M
2385423,04092030542,Bomb A$$ Sandwich Company (WCID #830),3536 DAVIS DR,,MORRISVILLE,NC,27560-8819,(919) 593-4223,2021/06/01 04:00:00+00,Mobile Food Units,19306,-78.84576194,35.81812076,M
2385424,04092017507,COCINA MEXICANA LA PENA DE HOREB,2125 TEN TEN RD ,,APEX,NC,27539,,2017/01/27 05:00:00+00,Restaurant,19321,-78.81811355,35.72082607,M
2385425,04092016096,SHEETZ #481,505 WENDELL  BLVD ,,WENDELL,NC,27591,(919) 365-9032,2012/01/30 05:00:00+00,Restaurant,19323,-78.42070654,35.80408982,M
2385426,04092021932,CIRCLE K #2720850,100 FACTORY SHOPS RD ,,MORRISVILLE,NC,27560-8402,(919) 467-6009,2016/02/29 05:00:00+00,Food Stand,19330,-78.8177371,35.86082706,M
2385427,04092016732,RESCO MINI MART,7200-A OLD STAGE RD ,,RALEIGH,NC,27603,(919) 779-7610,2014/08/21 04:00:00+00,Restaurant,19312,-78.65731826,35.67818864,M
2385428,04092021735,THE CENTERLINE CAFE,201 SOCCER PARK DR ,,CARY,NC,27512,(919) 452-8931,2013/02/01 05:00:00+00,Food Stand,19337,-78.75430206,35.78579776,M
2385429,04092016754,SUBWAY #1120,3639 NEW BERN AVE ,,RALEIGH,NC,27610-1232,(919) 250-9393,2014/09/05 04:00:00+00,Restaurant,19339,-78.57923704,35.79885313,M
2385430,04092030383,D's Presto (WCID #658),4901 CAPITAL BLVD ,ON LEIGH RD BEHIND HOME DEPOT,RALEIGH ,NC,27616,(434) 806-7609,2018/12/07 05:00:00+00,Mobile Food Units,19347,-78.58308122,35.85290297,M
2385431,04092040285,BACKYARD BISTRO PUSHCART (WCID #444),201 SOCCER PARK  DR ,WAKEFIELD SOCCER PARK,CARY,NC,27513,(919) 621-2168,2013/02/04 05:00:00+00,Pushcarts,19352,-78.75430206,35.78579776,M
2385432,04092018000,Vegan Community Kitchen,803 E Williams ST ,,Apex,NC,27502,(919) 372-5027,2018/12/14 05:00:00+00,Restaurant,19356,-78.84409397,35.72219673,M
2385433,04092016325,THE FICTION KITCHEN,428 SE DAWSON ST ,,RALEIGH,NC,27601,(919) 831-4177,2012/12/14 05:00:00+00,Restaurant,19345,-78.64374641,35.77461388,M
2385434,04092017989,Vicious Fishes Brewery Tap & Kitchen,132 S Fuquay AVE ,,FUQUAY-VARINA,NC,27526,,2018/12/03 05:00:00+00,Restaurant,19373,-78.79867676,35.58323642,M
2385435,04092017994,Buldaegi BBQ House,2470 Walnut ST ,,CARY,NC,27518,(919) 703-0400,2018/12/07 05:00:00+00,Restaurant,19387,-78.74427315,35.75323584,M
2385436,04092017144,MOE'S #100810,8111-101 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 803-0542,2016/01/29 05:00:00+00,Restaurant,19379,-78.68081035,35.89754797,M
2385437,04092016661,COURTNEY'S NY BAGEL & DELI,929 HERITAGE LAKE  RD ,,WAKE FOREST,NC,27587,(919) 453-1043,2014/03/31 04:00:00+00,Restaurant,19390,-78.50377701,35.94688449,M
2385438,04092018549,Italian Kitchen of Raleigh,3209 Hillsborough ST ,,RALEIGH,NC,27607,(919) 900-8317,2021/03/04 05:00:00+00,Restaurant,19409,-78.67978839,35.79046192,M
2385439,04092017742,CREEDMOOR CAFE,8315 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4804,2017/11/27 05:00:00+00,Restaurant,19424,-78.68223183,35.90105252,M
2385440,04092017143,JUBALA COFFEE,2100-100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 792-1767,2016/01/28 05:00:00+00,Restaurant,19380,-78.6631086,35.78642353,M
2385441,04092015349,GENKI RESTAURANT & SUSHI BAR,3420 TEN TEN RD ,Suit 314,CARY,NC,27518,(919) 363-6636,2009/03/04 05:00:00+00,Restaurant,19442,-78.79278417,35.70189107,M
2385442,04092018797,Tacos El Patron,2811 Hillsborough  ST ,,RALEIGH,NC,27607,(373) 809-2287,2022/01/28 05:00:00+00,Restaurant,19465,-78.67493842,35.78888931,M
2385443,04092021966,SPEEDWAY #8291,100 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 557-9480,2016/05/19 04:00:00+00,Food Stand,19388,-78.80112909,35.59923488,M
2385444,04092030498,Momma's Soul Food (WCID #789),5805 Poole Rd,Open Lot with Gravel Driveway,RALEIGH,NC,27610,(919) 995-6049,2020/10/02 04:00:00+00,Mobile Food Units,19474,-78.54387871,35.75739935,M
2385445,04092017012,CAROLINA SUSHI & ROLL,5951-107 POYNER VILLAGE PKY ,,RALEIGH,NC,27616,(919) 981-5835,2015/08/28 04:00:00+00,Restaurant,19389,-78.57030208,35.86511564,M
2385446,04092025288,Food Lion #2244 Deli,7905 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 04:00:00+00,Food Stand,19494,-78.62699996,35.89304166,M
2385447,04092017981,Domino's #4464,4112-120 PLEASANT VALLEY RD ,,RALEIGH,NC,27612,(919) 783-5500,2018/11/19 05:00:00+00,Restaurant,19471,-78.70411749,35.8601067,M
2385448,04092018089,WYE HILL KITCHEN & BREWING,201 S BOYLAN AVE ,,RALEIGH,NC,27603,(984) 200-1189,2019/04/18 04:00:00+00,Restaurant,19495,-78.64902324,35.77828853,M
2385449,04092030497,Mezquite Valley (WCID #788),2201 S Wilmington St,,RALEIGH,NC,27603,(911) 412-4121,2020/10/02 04:00:00+00,Mobile Food Units,19497,-78.63902655,35.752054,M
2385450,04092018580,Wendy's,8000 Pooler RD ,,RALEIGH,NC,27617,(919) 293-1814,2021/03/23 04:00:00+00,Restaurant,19473,-78.78423163,35.91169976,M
